state_ocha,lga_ocha,adm2_pcode,pfpr
Anambra,Onitsha North,NG004017,14.858587086200714
Anambra,Onitsha South,NG004018,11.514007300138474
Akwa Ibom,Onna,NG003024,30.751025676727295
Rivers,Opobo/Nkoro,NG033020,33.56075584888458
Edo,Oredo,NG012012,34.218841791152954
Oyo,Orelope,NG031027,26.596209406852722
Edo,Orhionmwon,NG012013,28.496018052101135
Oyo,Ori Ire,NG031028,29.353460669517517
Osun,Oriade,NG030028,41.51070415973663
Imo,Orlu,NG017020,25.203901529312134
Osun,Orolu,NG030029,28.2266765832901
Akwa Ibom,Oron,NG003025,22.659404575824738
Imo,Orsu,NG017021,22.899679839611053
Imo,Oru East,NG017022,29.34749722480774
Imo,Oru West,NG017023,24.3110254406929
Akwa Ibom,Oruk Anam,NG003026,35.56620180606842
Anambra,Orumba North,NG004019,23.536184430122375
Anambra,Orumba South,NG004020,29.591938853263855
Ondo,Ose,NG029017,36.107105016708374
Delta,Oshimili North,NG010014,27.957960963249207
Delta,Oshimili South,NG010015,18.815448880195618
Lagos,Oshodi-Isolo,NG025018,11.359398812055588
Abia,Osisioma Ngwa,NG001011,29.179272055625916
Osun,Osogbo,NG030030,15.136624872684479
Benue,Oturkpo,NG007019,30.549821257591248
Edo,Ovia North East,NG012014,34.99724864959717
Edo,Ovia South West,NG012015,32.349538803100586
Edo,Owan East,NG012016,32.701700925827026
Edo,Owan West,NG012017,36.6312175989151
Imo,Owerri-Municipal,NG017026,19.812902808189392
Imo,Owerri North,NG017024,29.52379286289215
Imo,Owerri West,NG017025,29.359635710716248
Ondo,Owo,NG029018,32.60718584060669
Ekiti,Oye,NG013016,30.435749888420105
Anambra,Oyi,NG004021,20.186273753643036
Rivers,Oyigbo,NG033021,32.05808997154236
Oyo,Oyo East,NG031029,29.978397488594055
Oyo,Oyo West,NG031030,28.368768095970154
Kwara,Oyun,NG024015,26.885986328125
Niger,Paikoro,NG027019,37.67286539077759
Plateau,Pankshin,NG032013,20.399494469165802
Delta,Patani,NG010016,18.86938214302063
Kwara,Pategi,NG024016,26.202687621116638
Rivers,Port-Harcourt,NG033022,17.9041787981987
Yobe,Potiskum,NG036014,31.258705258369446
Plateau,Qua'an Pan,NG032014,24.095143377780914
Sokoto,Rabah,NG034012,29.339563846588135
Niger,Rafi,NG027020,38.08469772338867
Kano,Rano,NG020032,18.82033199071884
Ogun,Remo North,NG028019,30.935177206993103
Niger,Rijau,NG027021,28.513315320014954
Katsina,Rimi,NG021030,29.48971390724182
Kano,Rimin Gado,NG020033,32.94961452484131
Jigawa,Ringim,NG018023,22.833164036273956
Plateau,Riyom,NG032015,22.12981879711151
Kano,Rogo,NG020034,25.059470534324646
Jigawa,Roni,NG018024,20.38726955652237
Kaduna,Sabon-Gari,NG019019,20.067013800144196
Sokoto,Sabon Birni,NG034013,29.322582483291626
Katsina,Sabuwa,NG021031,26.98996067047119
Katsina,Safana,NG021032,31.885257363319397
Bayelsa,Sagbama,NG006006,22.654259204864502
Kebbi,Sakaba,NG022016,30.437269806861877
Oyo,Saki East,NG031031,36.10326647758484
Oyo,Saki West,NG031032,34.933146834373474
Katsina,Sandamu,NG021033,22.833895683288574
Kaduna,Sanga,NG019020,30.842325091362
Delta,Sapele,NG010017,29.99534010887146
Taraba,Sardauna,NG035011,29.907819628715515
Ogun,Shagamu,NG028020,28.73905599117279
Sokoto,Shagari,NG034014,28.707045316696167
Kebbi,Shanga,NG022017,33.959853649139404
Borno,Shani,NG008027,28.578129410743713
Kano,Shanono,NG020035,29.064151644706726
Adamawa,Shelleng,NG002017,22.42870330810547
Plateau,Shendam,NG032016,28.768381476402283
Zamfara,Shinkafi,NG037011,22.797791659832
Bauchi,Shira,NG005016,24.642328917980194
Niger,Shiroro,NG027022,32.50177502632141
Gombe,Shomgom,NG016010,23.126663267612457
Lagos,Shomolu,NG025019,10.100547969341278
Sokoto,Silame,NG034015,25.836730003356934
Kaduna,Soba,NG019021,23.71075600385666
Sokoto,Sokoto North,NG034016,21.09026610851288
Sokoto,Sokoto South,NG034017,16.769598424434662
Adamawa,Song,NG002018,21.113042533397675
Bayelsa,Southern Ijaw,NG006007,34.08882021903992
Jigawa,Sule-Tankarkar,NG018025,26.303258538246155
Niger,Suleja,NG027023,26.402151584625244
Kano,Sumaila,NG020036,24.6504545211792
Kebbi,Suru,NG022018,34.81071889400482
Lagos,Surulere,NG025020,10.03720611333847
Oyo,Surulere,NG031033,24.55476224422455
Niger,Tafa,NG027024,26.019230484962463
Bauchi,Tafawa-Balewa,NG005017,28.630641102790833
Rivers,Tai,NG033023,33.33426117897034
Kano,Takai,NG020037,27.648457884788513
Taraba,Takum,NG035012,25.795170664787292
Zamfara,Talata Mafara,NG037012,35.762202739715576
Sokoto,Tambuwal,NG034018,29.87188994884491
Sokoto,Tangaza,NG034019,22.400663793087006
Kano,Tarauni,NG020038,19.059988856315613
Benue,Tarka,NG007020,25.16314685344696
Yobe,Tarmua,NG036015,32.54035413265228
Jigawa,Taura,NG018026,25.482597947120667
Kano,Tofa,NG020039,33.40689241886139
Bauchi,Toro,NG005018,28.86286973953247
Nasarawa,Toto,NG026012,26.444414258003235
Adamawa,Toungo,NG002019,40.17114341259003
Zamfara,Tsafe,NG037013,35.619595646858215
Kano,Tsanyawa,NG020040,28.34673523902893
Kano,Tudun Wada,NG020041,25.013872981071472
Sokoto,Tureta,NG034020,35.438719391822815
Enugu,Udenu,NG014015,27.387520670890808
Enugu,Udi,NG014016,17.073814570903778
Delta,Udu,NG010018,12.952134013175964
Akwa Ibom,Udung Uko,NG003027,27.195069193840027
Delta,Ughelli North,NG010019,11.762556433677673
Delta,Ughelli South,NG010020,16.011224687099457
Abia,Ugwunagbo,NG001012,41.92003607749939
Edo,Uhunmwonde,NG012018,35.01855432987213
Akwa Ibom,Ukanafun,NG003028,39.04049098491669
Benue,Ukum,NG007021,31.178006529808044
Abia,Ukwa East,NG001013,42.262303829193115
Abia,Ukwa West,NG001014,39.32076692581177
Delta,Ukwuani,NG010021,19.020147621631622
Abia,Umu-Nneochi,NG001017,25.89692771434784
Abia,Umuahia North,NG001015,36.11747622489929
Abia,Umuahia South,NG001016,36.39376759529114
Kano,Ungogo,NG020042,28.027212619781494
Imo,Unuimo,NG017027,39.57143425941467
Akwa Ibom,Uruan,NG003029,31.600967049598694
Akwa Ibom,Urue-Offong/Oruko,NG003030,33.625972270965576
Benue,Ushongo,NG007022,27.682730555534363
Taraba,Ussa,NG035013,33.433640003204346
Delta,Uvwie,NG010022,11.403600871562958
Akwa Ibom,Uyo,NG003031,25.35620629787445
Enugu,Uzo-Uwani,NG014017,22.611603140830994
Benue,Vandeikya,NG007023,28.760281205177307
Sokoto,Wamako,NG034021,25.33896267414093
Nasarawa,Wamba,NG026013,30.32057285308838
Kano,Warawa,NG020043,27.948972582817078
Bauchi,Warji,NG005019,25.559866428375244
Delta,Warri North,NG010023,34.65585708618164
Delta,Warri South,NG010024,23.115040361881256
Delta,Warri South West,NG010025,23.319320380687714
Kebbi,Wasagu/Danko,NG022019,33.823153376579285
Plateau,Wase,NG032017,31.79793655872345
Kano,Wudil,NG020044,25.67274272441864
Taraba,Wukari,NG035014,28.20345163345337
Sokoto,Wurno,NG034022,21.319445967674255
Niger,Wushishi,NG027025,33.43869745731354
Sokoto,Yabo,NG034023,22.806096076965332
Kogi,Yagba East,NG023020,32.468363642692566
Kogi,Yagba West,NG023021,28.97985577583313
Cross River,Yakurr,NG009018,29.41075563430786
Cross River,Yala,NG009019,31.827542185783386
Gombe,Yamaltu/Deba,NG016011,28.27131152153015
Jigawa,Yankwashi,NG018027,19.340063631534576
Kebbi,Yauri,NG022020,21.65313810110092
Bayelsa,Yenegoa,NG006008,19.526676833629608
Adamawa,Yola North,NG002020,19.571177661418915
Adamawa,Yola South,NG002021,33.0894410610199
Taraba,Yorro,NG035015,25.164732336997986
Yobe,Yunusari,NG036016,22.683770954608917
Yobe,Yusufari,NG036017,29.94273006916046
Bauchi,Zaki,NG005020,28.65026593208313
Katsina,Zango,NG021034,22.529569268226624
Kaduna,Zango-Kataf,NG019022,27.42319405078888
Kaduna,Zaria,NG019023,27.725940942764282
Taraba,Zing,NG035016,27.294909954071045
Zamfara,Zurmi,NG037014,30.5916965007782
Kebbi,Zuru,NG022021,26.36227309703827
