country,year,month,Access to an ITN,ACT Given - Total,Anti-Malarial treatment,Anti-Malarial treatment among children under 5 yrs,Children <5 yrs who received LLIN,Children age 6�59 months tested positive for Malaria  accordi,Children under age 5 had a fever in the 2 weeks before the surv,Children under age 5 with a fever received ACT,Children with a fever had blood taken for testing,Closing Balance - Rapid Diagnostic Test (RDT),IPTp1 Coverage (institutional),IPTp2 Coverage (institutional),IPTp3 Coverage (institutional),IPTp>=4 Coverage (institutional),LLIN given – Total,MAL - Malaria cases confirmed (number),MAL - Malaria cases tested with microscopy,MAL - Malaria cases tested with RDT,MAL - Malaria deaths inpatient(Under 5),MAL - Malaria inpatient admissions,MAL - Non-malaria deaths inpatient,MAL - Non-malaria outpatient cases,MAL - Total reported malaria cases (confirmed + presumed),Number of malaria cases treated with artemisinin-based combinat,Number of malaria positive cases by microscopy,Number of malaria positive cases by rapid diagnostic test (RDT),Number of suspected malaria cases,Persons with Severe Malaria given recommended pre-referral trea,Persons with Severe Malaria treated with Artesunate injection,Persons with Severe Malaria treated with other pre referral tre,Severe Malaria cases seen,Severe Malaria Treatment,Treatment with Artemisinin-based Combination Therapy (ACT) amon,n_facilities,Children under 5 sleeping under insecticide-treated nets (ITNs),Children under 5 yr who slept under an ITN,[CONFIG] MAL - Reporting completeness - DTH (%),[CONFIG] MAL - Reporting completeness - IPD (%),% Confirmed Malaria (RDT or Microscopy),% Confirmed uncomplicated Malaria,Estimated malaria cases in 2021,Estimated malaria cases in 2022,Estimated malaria cases in 2023,Fever Testing Rate,Households using an improved sanitation facility,Households using Improved Water as Source of drinking water ,Households with at least one ITN,Literacy among women,Malaria diagnostic usage (Percentage of children under age 5 wi,Malaria prevalence according  to RDT  among children,MAL - Case fatality rate (malaria admissions),MAL - % of all-admissions/all outpatients,MAL - % of all-deaths/all admissions,MAL - % of malaria tested cases by RDT,MAL - % of suspected malaria cases tested,MAL - Percentage of malaria deaths,MAL - Percentage of malaria IPD,MAL - Percentage of malaria OPD cases,MAL - Slide positivity rate (microscopy),MAL - Test positivity rate (RDT),% of all Antenatal care clients receiving malaria IPT,% of Antenatal 1st Visits receiving IPT1,% of Antenatal 1st Visits receiving LLIN,% of Antimalaria with mobile authentication service,% of clinically diagnosed malaria given ACT,% of confirmed uncomplicated malaria given ACT,% of confirmed uncomplicated malaria given other antimalaria,% of Fever cases tested positive with Microscopy,% of Fever cases tested positive with RDT,% of Fever cases Tested with Microscopy,% of Fever cases Tested with RDT,% of Malaria cases clinically diagnosed,% of Persons Clinically diagnosed with Malaria treated with ACT,% of suspected malaria receiving parasitological test,% of Under 5 deaths attributable to Malaria,Ownership of at least one mosquito net,Ownership of insecticide-treated nets,Percentage of children age 6-59 months classified as having ana,Percentage of children who received ACT,Percentage of households owning at least one ITN,Percentage of households with at least one mosquito net,Percentage of malaria cases confirmed with laboratory diagnosti,Percentage of women age 15�49 who say there are ways to avoid,Percentage of women who took any IPT (SP/Fansidar),% Percentage who have seen or heard a malaria message in the pa,Percentage who received 2 or more doses,Percentage who received 3 or more doses of SP,Percentage who received one or more doses of SP/Fansidar,Percentage who received only 1 dose of SP,Percentage who received three or more doses of SP/Fansidar,Percentage who received two or more doses of SP/Fansidar,Percentage who state there are ways to avoid getting malaria,Percentage with a fever & tested for malaria,Persons with access to an insecticide treated mosquito net (ITN,Pregnant women attending antenatal care� at least once and re,Pregnant women sleeping under insecticide-treated nets (ITNs),Pregnant women who slept under an ITN,Reporting completeness - OPD (%),Sources of ITNs-MDC ,Test Positivity Rate(TPR) (Microscopy),Test Positivity Rate(TPR) (RDT),% U5 fever to OPD attendance,Under 5 mortality rate(Facility),% Under 5 receiving LLIN,Use of clean fuels and technologies for cooking,Use of ITNs,Use of ITNs by children under age 5,Use of ITNs by pregnant women,Vector Control — LLINs,temperature_mean_c,temperature_max_c,temperature_min_c,humidity_pct,rainfall_mm_day,wind_speed_ms,solar_kwh_m2_day
Nigeria,2020,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22615.53,45497.65,18144.88,0.0,0.0,0.0,21080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.78526105036194,,,,,85.46222050290135,87.01955142681174,,,,101.43153468385513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.25065213159431,,,,,,,,,,,,
Nigeria,2020,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18713.9,36741.560000000005,10378.970000000001,0.0,0.0,0.0,21210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.65984743202418,,,,,84.52026742301459,79.49897290453279,,,,101.91912571793235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.49647418101054,,,,,,,,,,,,
Nigeria,2021,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28008.39,43218.99,9681.779999999999,0.0,0.0,0.0,22291,,,,,78.99015068990559,,,,,,,,,,,,,,,,,,,,,,,,102.11312950875988,,,,,84.94921831819975,77.96435298070462,,,,98.45731876332623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.56014955812373,,,,,,,,,,,,
Nigeria,2021,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21535.89,49661.88,11700.119999999999,0.0,0.0,0.0,22362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.68791028037383,,,,,90.443039538715,77.56860325663027,,,,101.49604826546003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.027247377846,,,,,,,,,,,,
Nigeria,2021,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24760.010000000002,58762.69,14997.94,0.0,0.0,0.0,22653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.84039697542532,,,,,86.97341572123177,77.08371571193177,,,,113.02022913719944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.91854016477858,,,,,,,,,,,,
Nigeria,2021,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31160.890000000003,58119.87,12151.57,0.0,0.0,0.0,23033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0894593528019,77.85286821339129,,,,102.79993850658857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.37884596456693,,,,,,,,,,,,
Nigeria,2021,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20490.81,61683.86,13441.16,0.0,0.0,0.0,23060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.84103434504793,77.25978818177511,,,,96.12200971983991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.56059359388775,,,,,,,,,,,,
Nigeria,2021,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26323.33,74841.18,14146.02,0.0,0.0,0.0,23333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.47848625629113,78.65759097491475,,,,102.72040536839222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.12344246353322,,,,,,,,,,,,
Nigeria,2021,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29404.04,80774.04,18145.670000000002,0.0,0.0,0.0,23718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.81867768595042,80.54542046186403,,,,101.51605462412114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.02999999999999,,,,,,,,,,,,
Nigeria,2021,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74844.04999999999,92264.82,14861.220000000001,0.0,0.0,0.0,23569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.76168712871288,82.0225013731234,,,,102.3569064543645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.38091715976331,,,,,,,,,,,,
Nigeria,2021,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34670.270000000004,119272.89,13137.92,0.0,0.0,0.0,23551,,,,,86.64418343926553,,,,,,,,,,,,,,,,,,,,,,,,109.07558348851646,,,,,90.00744835965979,83.04444991034896,,,,102.49558126084443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.06741561712846,,,,,,,,,,,,
Nigeria,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32804.85,98324.20999999999,15331.26,0.0,0.0,0.0,23722,,,,,82.42049007553135,,,,,,,,,,,,,,,,,,,,,,,,103.67381409377572,,,,,86.98104337631887,81.08456950611067,,,,100.94293841642228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.49936842105262,,,,,,,,,,,,
Nigeria,2021,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39272.66,83866.52,16158.84,0.0,0.0,0.0,23235,,,,,82.0112000896258,,,,,,,,,,,,,,,,,,,,,,,,112.93347457627118,,,,,87.4603205918619,80.49836818521285,,,,104.53923659497123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.75843790849673,,,,,,,,,,,,
Nigeria,2021,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23250.73,91861.48000000001,48326.719999999994,0.0,0.0,0.0,23505,,,,,80.48958217638504,,,,,,,,,,,,,,,,,,,,,,,,113.82802512212142,,,,,86.46977931631329,79.30357402215378,,,,102.01476602564102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.37413940256046,,,,,,,,,,,,
Nigeria,2022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54278.77,81829.51,15138.33,0.0,0.0,0.0,3493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.19217404865876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,2022,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20613.71,136111.92,11411.91,0.0,0.0,0.0,23749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.02425122749591,75.64079016841147,,,,102.57786844554762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.4620829655781,,,,,,,,,,,,
Nigeria,2022,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23979.71,95482.22,14887.26,0.0,0.0,0.0,23705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.70257800312012,73.82339435336976,,,,98.42690555724263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.13563025210084,,,,,,,,,,,,
Nigeria,2022,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23099.39,73817.12,16546.66,0.0,0.0,0.0,23665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.27670402656703,85.66671628203378,,,,100.74137790332706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.61261977573903,,,,,,,,,,,,
Nigeria,2022,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40227.39,97927.81999999999,18885.73,0.0,0.0,0.0,14312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.55888396454472,75.10462044444445,,,,99.84873828856965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.41361035422342,,,,,,,,,,,,
Nigeria,2022,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21939.89,80661.23,13622.44,0.0,0.0,0.0,5322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.07739309210527,,,,,104.86015251989389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.74161865569273,,,,,,,,,,,,
Nigeria,2022,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27802.71,77080.05,19481.66,0.0,0.0,0.0,6674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.05966176470588,,,,,93.97247728170683,,,,,100.88005301524188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.04959501557632,,,,,,,,,,,,
Nigeria,2022,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25918.8,81274.08,17333.95,0.0,0.0,0.0,6681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.00465552178318,,,,,86.36658149438638,,,,,102.43771560236998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.25067055393588,,,,,,,,,,,,
Nigeria,2022,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25490.58,76494.45,20300.3,0.0,0.0,0.0,23468,,,,,79.40742251153166,,,,,,,,,,,,,,,,,,,,,,,,127.16939832869082,,,,,96.12788655462185,,,,,102.80271967925158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.00681583476765,,,,,,,,,,,,
Nigeria,2022,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34286.26,94019.03,11734.78,0.0,0.0,0.0,23508,,,,,79.4194701617401,,,,,,,,,,,,,,,,,,,,,,,,126.21968833960236,,,,,85.75320649850363,,,,,100.75768005540166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.41431127012522,,,,,,,,,,,,
Nigeria,2022,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22757.29,75638.14,12826.61,0.0,0.0,0.0,24418,,,,,77.58090702008697,,,,,,,,,,,,,,,,,,,,,,,,123.51019172552978,,,,,86.29401509134233,,,,,103.31114722131947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.9990662139219,,,,,,,,,,,,
Nigeria,2022,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27520.449999999997,89690.69,11035.03,0.0,0.0,0.0,24561,,,,,76.9225300414223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.52822541966427,,,,,125.04687808084127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.75882550335571,,,,,,,,,,,,
Nigeria,2023,1,0.0,1770603.0,0.0,0.0,15347.0,0.0,0.0,0.0,0.0,1866954.0,1625221.53,1338158.38,748868.37,353447.94,74431.0,1709254.0,254165.0,2243979.0,391.0,20788.0,8422.0,0.0,2622921.0,0.0,0.0,0.0,0.0,24254.15,82905.01,10337.06,20788.0,0.0,0.0,48462,,,-1.0,-1.0,74.09537939249553,,,,,,,,,,,,19.632873563218393,,,,,42.24503105590062,,,84.9541915052161,72.51231569312698,,,116.57274149034038,,102.52611057225994,100.40073308574196,64.50947331460675,84.9541915052161,72.51207267720807,67.00449802087081,96.96266381473406,68.9312077562327,102.6274719841793,,77.63275,,,,,,,,,,,,,,,,,,,,,,,0.0,,34.84627098321344,,,189.99384920634918,97.67251515151516,,,,,,24.32015811033268,34.75313272845603,14.380950384747903,55.849863136939625,0.09362620114084454,2.0198037977106544,19.600407335094367
Nigeria,2023,2,0.0,1693539.0,0.0,0.0,25062.0,0.0,0.0,0.0,0.0,0.0,1749427.76,1492425.27,840933.85,417084.84,98974.0,1639215.0,231232.0,2106387.0,347.0,19302.0,7655.0,0.0,2466571.0,0.0,0.0,0.0,0.0,20481.7,71356.01,14901.240000000002,19302.0,0.0,0.0,48462,,,-1.0,-1.0,73.95512538177141,,,,,,,,,,,,21.774482758620692,,,,,48.12577639751553,,,84.89961433580055,72.26038026161328,,,102.43326765686572,,105.42315928618638,102.2749577407558,62.19412230215828,84.89961433580055,72.245687524058,68.60516141141142,96.86928592030986,69.82667424027265,105.57519269776876,,78.81904458598726,,,,,,,,,,,,,,,,,,,,,,,0.0,,34.58289000418235,,,238.9964979757085,95.30524096385543,,,,,,26.014957888289114,36.13980494621186,16.523392098311703,51.66545767773056,0.8367631407679644,2.284663871980399,20.249799777956433
Nigeria,2023,3,0.0,1695723.0,0.0,0.0,18516.0,0.0,0.0,0.0,0.0,770388.0,1718771.73,1423763.21,857349.58,414578.82,79325.0,1653149.0,261697.0,2121286.0,341.0,23124.0,8418.0,0.0,2515884.0,0.0,0.0,0.0,0.0,27475.87,71593.51,11822.779999999999,23124.0,0.0,0.0,48462,,,-1.0,-1.0,73.27621226489649,,,,,,,,,,,,18.937733333333334,,,,,49.23422077922078,,,84.99524878413767,71.48952528507685,81.95676540406646,,102.96183098591548,,99.28405035054173,,62.48623268698061,84.99524878413767,71.49988430031247,,96.83658170731708,70.15671857619577,99.34287390029327,,76.4895205479452,,,,,,,,,,,,,,,,,,,,,,,0.0,,35.01929001203369,,,204.30738522954093,92.3510407239819,,,,,,27.488226905554917,35.75868381761801,20.33796294169442,62.68075437387543,3.0022060793997167,1.8569825044982964,20.185575207687304
Nigeria,2023,4,0.0,1826714.0,0.0,0.0,16172.0,0.0,0.0,0.0,0.0,0.0,1670176.53,1385523.54,792384.62,406655.84,68027.0,1774351.0,270453.0,2256697.0,408.0,105994.0,9420.0,0.0,2678418.0,0.0,0.0,0.0,0.0,32111.79,82665.01,12934.67,105994.0,0.0,0.0,48462,,,-1.0,-1.0,74.66813025292208,,,,,,,,,,,,22.845625000000002,,,,,42.20238095238095,,,84.76266714593817,73.15897688549492,81.99000411946446,,109.86662532882376,,101.4379125,,62.33681296421337,84.76266714593817,73.13619045622274,,96.68765451086736,66.73132918245804,101.53325774512935,,77.90957055214724,,,,,,,,,,,,,,,,,,,,,,,0.0,,35.615801646413175,,,192.10391061452515,95.22434151785714,,,,,,28.326073465793804,36.24809999617166,22.174860265686615,67.37655028521112,3.343281267945331,1.9509821599479344,19.204252899965542
Nigeria,2023,5,0.0,1875978.0,0.0,0.0,28117.0,0.0,0.0,0.0,0.0,0.0,1609198.24,1229222.6099999999,709553.48,360510.45,122882.0,1838450.0,310764.0,2301640.0,441.0,24925.0,8194.0,0.0,2776180.0,0.0,0.0,0.0,0.0,23538.079999999998,81703.46,16772.12,24925.0,0.0,0.0,48462,,,-1.0,-1.0,75.54986475131047,,,,,,,,,,,,20.9133,,,,,46.28377659574468,,,83.52947894361171,73.58298458940257,81.95921251919717,,99.29259046524986,,100.66463347164591,,64.0825677506775,83.52947894361171,73.59035080906149,,96.42884559038968,68.95314209274673,100.63987658674189,,73.8357894736842,,,,,,,,,,,,,,,,,,,,,,,0.0,,34.79392256550645,,,153.20479611650487,89.43301123595505,,,,,,28.32699532942843,35.411398874468816,22.770441981547414,74.25806171279814,4.309338463305386,1.7911169174227632,19.335367903219634
Nigeria,2023,6,0.0,2017871.0,0.0,0.0,27716.0,0.0,0.0,0.0,0.0,0.0,1691113.92,1456872.58,808908.91,388894.1,117462.0,1955800.0,295679.0,2449811.0,517.0,25453.0,7413.0,0.0,2903749.0,0.0,0.0,0.0,0.0,31105.59,99652.56,30958.63,25453.0,0.0,0.0,48462,,,-1.0,-1.0,78.0513492442323,,,,,,,,,,,,25.35418604651163,,,,,49.52550561797752,,,87.17115747460086,75.71841578771136,85.28949989526603,,125.90259083728279,,103.47253661576815,100.67785199500744,59.292269409422694,87.17115747460086,75.73132555854586,,96.44164800530811,69.18113228089277,103.56060095389506,,78.67052325581395,,,,,,,,,,,,,,,,,,,,,,,0.0,,35.373671843886896,,,181.90294589178356,102.44506657323055,,,,,,26.4646064469201,32.637876804103975,22.06215095134183,81.54532560009189,8.02562842157651,1.7861812334902951,16.702899008460626
Nigeria,2023,7,0.0,2313438.0,0.0,0.0,30401.0,0.0,0.0,0.0,0.0,0.0,1629497.8699999999,1445336.0899999999,825946.53,409483.67,115536.0,2222259.0,309439.0,2719843.0,739.0,35211.0,7202.0,0.0,3248390.0,0.0,0.0,0.0,0.0,34358.73,97900.24,22352.14,35211.0,0.0,0.0,48462,,,-1.0,-1.0,79.80703100409191,,,,,,,,,,,,12.494230769230768,,,,,53.179306930693066,,,85.14331164135936,77.29302995201058,83.43519116045027,,107.1556106442577,,101.38956778606965,103.83268828368342,57.68013357619915,85.14331164135936,77.28825478676191,,96.68856029532404,72.39661835748792,101.41010145846543,,78.70485576923078,,,,,,,,,,,,,,,,,,,,,,,0.0,,35.31970449172577,,,195.1967676767677,127.520625,,,,,,26.51284483748708,33.031623597871445,21.98402339114123,81.63763829868688,6.38778607250871,1.6188181922591018,16.9733140002297
Nigeria,2023,8,0.0,2696204.0,0.0,0.0,33683.0,0.0,0.0,0.0,0.0,0.0,1835724.45,1635423.36,966108.58,420974.74,113545.0,2675321.0,326876.0,3106686.0,697.0,34976.0,9291.0,0.0,3675601.0,0.0,0.0,0.0,0.0,33703.76,96590.5,21757.97,34976.0,0.0,0.0,48462,,,-1.0,-1.0,80.19879189399845,,,,,,,,,,,,16.37517857142857,,,,,50.35219047619048,,,104.40058678847505,78.6733933478243,82.72678468801314,,105.68084415584416,,103.54222086264913,100.5048030872749,59.53332748538012,104.40058678847505,78.72407152625254,,96.4529489003618,71.40159227355782,103.72720050046918,,82.86892523364486,,,,,,,,,,,,,,,,,,,,,,,0.0,,36.14688777477825,,,233.22560209424083,94.61198662207359,,,,,,25.870835726044177,32.14327418552123,21.753577964090194,83.90384920179166,4.583262317675433,1.6315198499291759,15.65616036905172
Nigeria,2023,9,0.0,2652578.0,0.0,0.0,23262.0,0.0,0.0,0.0,0.0,0.0,1635086.65,1510968.4000000001,926164.61,441070.42,84628.0,2524614.0,333837.0,3052940.0,633.0,38284.0,9097.0,0.0,3584365.0,0.0,0.0,0.0,0.0,46350.09,113593.42,16042.15,38284.0,0.0,0.0,48451,,,-1.0,-1.0,81.11398087549476,,,,,,,,,,,,15.526810344827588,,,,,53.194835680751176,,,86.99009640341119,78.27585322686862,83.1238416045256,,100.88706427886152,,103.85164004914004,,56.73833745364648,86.99009640341119,78.27585322686862,,97.18450385101268,68.01615804523006,103.98075251889169,,84.65321266968326,,,,,,,,,,,,,,,,,,,,,,,0.0,,36.00077424612877,30.302026542169198,,196.92940966010732,95.35269752593774,,,,,,26.123667170837244,32.975074381114666,21.782468265972316,83.8676422048209,6.771647680496257,1.466074744883307,17.142987306388925
