country,state,year,month,Access to an ITN,ACT Given - Total,Anti-Malarial treatment,Anti-Malarial treatment among children under 5 yrs,Children <5 yrs who received LLIN,Children age 6�59 months tested positive for Malaria  accordi,Children under age 5 had a fever in the 2 weeks before the surv,Children under age 5 with a fever received ACT,Children with a fever had blood taken for testing,Closing Balance - Rapid Diagnostic Test (RDT),IPTp1 Coverage (institutional),IPTp2 Coverage (institutional),IPTp3 Coverage (institutional),IPTp>=4 Coverage (institutional),LLIN given – Total,MAL - Malaria cases confirmed (number),MAL - Malaria cases tested with microscopy,MAL - Malaria cases tested with RDT,MAL - Malaria deaths inpatient(Under 5),MAL - Malaria inpatient admissions,MAL - Non-malaria deaths inpatient,MAL - Non-malaria outpatient cases,MAL - Total reported malaria cases (confirmed + presumed),Number of malaria cases treated with artemisinin-based combinat,Number of malaria positive cases by microscopy,Number of malaria positive cases by rapid diagnostic test (RDT),Number of suspected malaria cases,Persons with Severe Malaria given recommended pre-referral trea,Persons with Severe Malaria treated with Artesunate injection,Persons with Severe Malaria treated with other pre referral tre,Severe Malaria cases seen,Severe Malaria Treatment,Treatment with Artemisinin-based Combination Therapy (ACT) amon,n_facilities,Children under 5 sleeping under insecticide-treated nets (ITNs),Children under 5 yr who slept under an ITN,[CONFIG] MAL - Reporting completeness - DTH (%),[CONFIG] MAL - Reporting completeness - IPD (%),% Confirmed Malaria (RDT or Microscopy),% Confirmed uncomplicated Malaria,Estimated malaria cases in 2021,Estimated malaria cases in 2022,Estimated malaria cases in 2023,Fever Testing Rate,Households using an improved sanitation facility,Households using Improved Water as Source of drinking water ,Households with at least one ITN,Literacy among women,Malaria diagnostic usage (Percentage of children under age 5 wi,Malaria prevalence according  to RDT  among children,MAL - Case fatality rate (malaria admissions),MAL - % of all-admissions/all outpatients,MAL - % of all-deaths/all admissions,MAL - % of malaria tested cases by RDT,MAL - % of suspected malaria cases tested,MAL - Percentage of malaria deaths,MAL - Percentage of malaria IPD,MAL - Percentage of malaria OPD cases,MAL - Slide positivity rate (microscopy),MAL - Test positivity rate (RDT),% of all Antenatal care clients receiving malaria IPT,% of Antenatal 1st Visits receiving IPT1,% of Antenatal 1st Visits receiving LLIN,% of Antimalaria with mobile authentication service,% of clinically diagnosed malaria given ACT,% of confirmed uncomplicated malaria given ACT,% of confirmed uncomplicated malaria given other antimalaria,% of Fever cases tested positive with Microscopy,% of Fever cases tested positive with RDT,% of Fever cases Tested with Microscopy,% of Fever cases Tested with RDT,% of Malaria cases clinically diagnosed,% of Persons Clinically diagnosed with Malaria treated with ACT,% of suspected malaria receiving parasitological test,% of Under 5 deaths attributable to Malaria,Ownership of at least one mosquito net,Ownership of insecticide-treated nets,Percentage of children age 6-59 months classified as having ana,Percentage of children who received ACT,Percentage of households owning at least one ITN,Percentage of households with at least one mosquito net,Percentage of malaria cases confirmed with laboratory diagnosti,Percentage of women age 15�49 who say there are ways to avoid,Percentage of women who took any IPT (SP/Fansidar),% Percentage who have seen or heard a malaria message in the pa,Percentage who received 2 or more doses,Percentage who received 3 or more doses of SP,Percentage who received one or more doses of SP/Fansidar,Percentage who received only 1 dose of SP,Percentage who received three or more doses of SP/Fansidar,Percentage who received two or more doses of SP/Fansidar,Percentage who state there are ways to avoid getting malaria,Percentage with a fever & tested for malaria,Persons with access to an insecticide treated mosquito net (ITN,Pregnant women attending antenatal care� at least once and re,Pregnant women sleeping under insecticide-treated nets (ITNs),Pregnant women who slept under an ITN,Reporting completeness - OPD (%),Sources of ITNs-MDC ,Test Positivity Rate(TPR) (Microscopy),Test Positivity Rate(TPR) (RDT),% U5 fever to OPD attendance,Under 5 mortality rate(Facility),% Under 5 receiving LLIN,Use of clean fuels and technologies for cooking,Use of ITNs,Use of ITNs by children under age 5,Use of ITNs by pregnant women,Vector Control — LLINs,temperature_mean_c,temperature_max_c,temperature_min_c,humidity_pct,rainfall_mm_day,wind_speed_ms,solar_kwh_m2_day
Nigeria,Anambra,2023,5,0.0,12092.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,40842.48,34349.340000000004,13963.36,4676.21,513.0,12234.0,3096.0,11821.0,1.0,269.0,97.0,0.0,15779.0,0.0,0.0,0.0,0.0,202.0,600.0,100.0,269.0,0.0,0.0,1894,,,-1.0,-1.0,89.32109149277689,,,,,,,,,,,,,,,,,4.35,,,84.85038461538463,89.2084236453202,77.84323809523809,,168.45333333333332,,92.74799999999999,,61.66568181818182,84.85038461538463,89.26932998324958,,97.20807443365695,71.42342857142857,92.74799999999999,,50.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,34.971224489795915,,,322.135,140.0,,,,,,26.931574599896752,32.60566339700568,22.31079504388229,87.17595766649457,2.997093443469282,1.5040010325245226,17.28599896747548
Nigeria,Anambra,2023,6,0.0,12532.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,39021.47,32715.18,12082.1,4929.36,346.0,12374.0,3392.0,11907.0,0.0,329.0,140.0,0.0,15492.0,0.0,0.0,0.0,0.0,324.0,834.29,100.0,329.0,0.0,0.0,1894,,,-1.0,-1.0,89.47447284345047,,,,,,,,,,,,,,,,,,,,84.49249999999999,89.6935993485342,75.92942418426104,,128.7148717948718,,111.7872,106.82357963875205,128.75125,84.49249999999999,89.53814262023218,,98.68494382022472,74.73,111.7872,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,36.36804347826087,,,279.79375,28.1,,,,,,25.592586473928755,30.37275684047496,21.837439339184307,90.2643727413526,11.183913267940115,1.871925658234383,14.860072276716572
Nigeria,Anambra,2023,7,0.0,25260.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,40164.44,35093.46,14474.42,13218.78,1310.0,13215.0,4028.0,11342.0,0.0,273.0,55.0,0.0,15316.0,0.0,0.0,0.0,0.0,433.57,844.48,300.0,273.0,0.0,0.0,1894,,,-1.0,-1.0,91.15168284789644,,,,,,,,,,,,,,,,,,,,91.04266666666666,94.42835570469799,86.00366795366796,,471.75447368421055,,115.14233333333333,226.79733224222588,68.898,91.04266666666666,94.51046075085324,,98.12196339434277,483.4135135135135,115.6644827586207,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,36.21984848484849,,,223.5011111111111,4.03,,,,,,25.818662880743418,31.204006195147134,21.735338151781104,89.44456892101188,9.171775942178627,1.8218482188951988,14.755942178626743
Nigeria,Anambra,2023,8,0.0,12131.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,43965.52,41114.35,16123.05,4433.66,223.0,12047.0,2673.0,11478.0,0.0,713.0,377.0,0.0,14035.0,0.0,0.0,0.0,0.0,1.0,1255.81,0.0,713.0,0.0,0.0,1894,,,-1.0,-1.0,92.32088996763754,,,,,,,,,,,,,,,,,,,,88.11520833333333,90.88595469255662,81.13739299610896,,233.94714285714284,,210.02439999999999,104.81616242038217,53.942835820895525,88.11520833333333,90.97998352553542,,98.46958664546901,90.52454545454545,219.59173913043477,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,37.535000000000004,,,162.48875,85.71,,,,,,25.673897780072277,30.799287558079506,22.24170882808467,89.3745379452762,3.666091894682499,1.900918946824987,13.94065049044915
Nigeria,Anambra,2023,9,0.0,10252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52768.37,37452.87,14229.57,4901.42,220.0,11025.0,2564.0,10482.0,1.0,133.0,209.0,0.0,15851.0,0.0,0.0,0.0,0.0,944.33,1096.22,340.0,133.0,0.0,0.0,1894,,,-1.0,-1.0,104.92675344563553,,,,,,,,,,,,33.33,,,,,33.33,,,148.24745762711865,89.39111987381703,84.20518518518517,,143.844375,,104.44115384615384,,54.7535294117647,148.24745762711865,89.39111987381703,,99.85178571428573,69.97060606060606,104.29565217391306,,100.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,38.05017857142857,35.28263772954925,,187.8025,,,,,,,25.798714506969542,31.2544553433144,22.39127000516262,89.91575632421271,9.682245740836343,1.7753897780072276,14.875570469798658
Nigeria,Anambra,2023,10,0.0,11260.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,41284.86,33437.49,14051.33,3281.35,468.0,11900.0,3793.0,11249.0,0.0,353.0,108.0,0.0,15371.0,0.0,0.0,0.0,0.0,76.67,575.0,100.0,353.0,0.0,0.0,1894,,,-1.0,-1.0,91.45665165165165,,,,,,,,,,,,,,,,,,,,85.16683333333334,93.69221183800623,74.96938848920864,,217.4318181818182,,124.44793103448276,,57.56613636363636,85.16683333333334,93.69221183800623,,97.13051750380518,88.44952380952381,124.44793103448276,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,35.45611111111111,35.01712418300654,,215.9225,33.33,,,,,,26.177836861125453,31.234068146618483,22.789845121321633,89.66777490965411,5.5399483737738775,1.3834279814145585,16.35128549303046
Nigeria,Anambra,2023,11,0.0,10554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43757.3,37301.72,16280.81,4687.85,621.0,11677.0,2368.0,10835.0,0.0,258.0,136.0,0.0,13717.0,0.0,0.0,0.0,0.0,36.0,2035.23,0.0,258.0,0.0,0.0,1894,,,-1.0,-1.0,92.882859375,,,,,,,,,,,,,,,,,,,,104.38178571428571,90.96836734693878,76.23252707581227,,193.45117647058825,,88.08064516129032,,57.06189655172414,104.38178571428571,90.96836734693878,,102.80178571428573,110.55195652173914,88.05366666666667,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,39.454339622641506,36.074155405405406,,202.62,,,,,,,26.392880743417656,31.457986577181206,22.701259679917396,87.81309757356738,3.3083014971605573,1.2723954568921012,16.497707795560146
Nigeria,Anambra,2023,12,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,0.0,1899.0,0.0,0.0,59.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,280.0,0.0,59.0,0.0,0.0,1894,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,90.52018518518518,,,,,,118.04483870967742,,,90.52018518518518,,,,,118.04483870967742,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,36.23979591836735,,,,60.415,,,,,,25.901481672689727,32.66200826019618,16.996293236964377,73.1381982447083,0.03901910170366546,1.4035931853381516,19.413923593185338
Nigeria,Anambra,2024,1,0.0,10007.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,38137.58,33877.85,13271.97,5761.7300000000005,345.0,9806.0,2994.0,10101.0,1.0,670.0,461.0,0.0,14287.0,0.0,0.0,0.0,0.0,304.0,683.33,200.0,670.0,0.0,0.0,1894,,,-1.0,-1.0,88.82025974025974,88.71793846153847,,,,74.37443561208266,,,,,,,,,,,99.26821917808219,4.0,,,87.75592592592592,89.00560855263159,75.9307514450867,,195.0704347826087,,103.8188,97.00778675282714,46.652,87.75592592592592,89.00560855263159,81.87901639344263,97.92619512195122,102.25945945945946,103.8188,99.26821917808219,100.0,,,,,,,99.8337460815047,,,,,,,,,,,,,,,,0.0,,35.7775,34.31749134948097,,563.1654545454545,64.445,,,,,,25.545849251419725,33.211094475993804,14.658074341765616,67.69396489416623,0.18703149199793498,1.4058337635518843,19.398141455859577
Nigeria,Anambra,2024,2,0.0,8830.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,41658.91,33585.57,15470.44,5533.43,407.0,9314.0,2700.0,9846.0,1.0,109.0,147.0,0.0,12822.0,0.0,0.0,0.0,0.0,5.0,600.0,0.0,109.0,0.0,0.0,1894,,,-1.0,-1.0,88.58296979865771,87.55555735056542,,,,70.3381300813008,,,,,,,,,,,100.98102201257862,3.57,,,82.38245283018868,88.87032590051459,78.84953033268101,,149.4027027027027,,82.85904761904762,97.78193103448275,53.14423076923077,82.38245283018868,88.87032590051459,84.84068965517241,98.67414309484194,88.50380952380952,82.85904761904762,100.98102201257862,50.0,,,,,,,99.05011551155116,,,,,,,,,,,,,,,,0.0,,35.29538461538461,32.3964590747331,,403.2390909090909,83.33,,,,,,26.89616417139907,33.89382034073309,17.291812080536914,73.73042849767681,0.2555807950438823,1.5681517811048014,17.82653071760454
Nigeria,Anambra,2024,3,0.0,9945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38913.12,33106.92,15314.78,5905.91,545.0,10289.0,2210.0,9795.0,1.0,104.0,157.0,0.0,13230.0,0.0,0.0,0.0,0.0,201.0,619.36,200.0,104.0,0.0,0.0,1894,,,-1.0,-1.0,103.31119453924914,,,,,,,,,,,,,,,,,2.86,,,87.47981481481482,88.01404513888889,76.00482965931864,,179.6980769230769,,112.49392857142857,,50.255,87.47981481481482,88.01404513888889,76.46246153846154,97.775,89.90577777777779,112.49392857142857,99.57976599063961,100.0,,,,,,,113.5550906095552,,,,,,,,,,,,,,,,0.0,,36.19870370370371,,,345.9875,,,,,,,27.970784718637066,33.58384099122354,24.229736706246772,84.57426432627776,0.8388280846670109,1.6822818791946308,17.650392359318534
Nigeria,Anambra,2024,4,0.0,9412.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,36611.54,37055.23,15842.77,5890.27,378.0,9339.0,3816.0,9254.0,0.0,45.0,148.0,0.0,13492.0,0.0,0.0,0.0,0.0,125.0,200.0,0.0,45.0,0.0,0.0,1894,,,-1.0,-1.0,88.96025500910747,,,,,,,,,,,,,,,,,,,,81.271,88.86155677655678,71.78239436619718,,199.75279999999998,,104.17454545454547,,65.80431372549019,81.271,88.86155677655678,77.37237288135594,97.43517301038062,87.07672131147541,104.17454545454547,99.48125816993463,,,,,,,,99.7213612565445,,,,,,,,,,,,,,,,0.0,,34.923,,,303.838,27.27,,,,,,27.726122870418173,33.986747547754256,24.086788848735157,86.35248838409912,3.008115642746515,1.7320650490449148,18.39485802787816
Nigeria,Anambra,2024,5,0.0,10665.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,42709.04,38347.03,17088.22,5752.59,713.0,10986.0,2550.0,11483.0,0.0,47.0,68.0,0.0,14727.0,0.0,0.0,0.0,0.0,100.0,462.5,0.0,47.0,0.0,0.0,1894,,,-1.0,-1.0,89.41077571669477,,,,,,,,,,,,,,,,,,,,82.42116279069768,94.33336092715231,74.22455066921607,,224.38111111111112,,90.93066666666667,,50.375227272727265,82.42116279069768,94.33336092715231,74.1724,96.9852131147541,99.51,90.93066666666667,98.0804992199688,,,,,,,,100.37768860353131,,,,,,,,,,,,,,,,0.0,,35.02809523809524,,,527.2427272727273,100.0,,,,,,27.200459473412494,32.78156943727413,23.687501290655653,88.12085699535365,6.813474445018069,1.623939081053175,16.71178110480124
Nigeria,Anambra,2024,6,0.0,10628.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41020.090000000004,37087.08,18746.3,4559.28,253.0,10754.0,2566.0,10897.0,0.0,89.0,84.0,0.0,13893.0,0.0,0.0,0.0,0.0,200.0,848.34,0.0,89.0,0.0,0.0,1894,,,-1.0,-1.0,89.81148026315789,,,,,,,,,,,,,,,,,,,,84.81700000000001,91.74171334431631,77.78909266409266,,138.8572,,91.25333333333333,,58.010487804878046,84.81700000000001,91.74171334431631,73.79446428571428,96.56086038961038,77.4757894736842,91.25333333333333,98.32143740340031,,,,,,,,,,,,,,,,,,,,,,,,0.0,,37.76391304347826,,,274.3411111111111,,,,,,,26.41787299948374,32.10804852865255,21.53749612803304,88.7776458440888,6.805549819308208,1.7289313371192565,15.540624677336085
Nigeria,Anambra,2024,7,0.0,12185.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,40434.94,37548.24,16170.16,7990.34,229.0,12425.0,2120.0,12811.0,0.0,71.0,66.0,0.0,15500.0,0.0,0.0,0.0,0.0,150.0,2400.0,0.0,71.0,0.0,0.0,1894,,,-1.0,-1.0,90.12076802507838,,,,,,,,,,,,,,,,,,,,85.70576923076922,90.67479430379747,73.47267759562841,,186.16105263157894,,349.35923076923075,,145.62666666666667,85.70576923076922,90.67479430379747,75.105,96.66034482758621,57.16809523809523,349.35923076923075,97.96051928783383,,,,,,,,,,,,,,,,,,,,,,,,0.0,,38.62960784313725,,,380.4316666666667,54.165,,,,,,25.67947857511616,30.822534847702634,22.350691791430048,89.4578575116159,7.553200826019618,2.226422302529685,13.591889519876096
Nigeria,Anambra,2024,8,0.0,12252.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,44682.63,41404.51,19774.04,7346.65,134.0,12505.0,5980.0,13327.0,0.0,86.0,162.0,0.0,15825.0,0.0,0.0,0.0,0.0,112.0,566.67,0.0,86.0,0.0,0.0,1894,,,-1.0,-1.0,88.31952305246423,,,,,,,,,,,,,,,,,,,,82.90148936170212,91.37965023847377,77.66111531190927,,151.14117647058825,,91.41571428571429,,49.52891304347826,82.90148936170212,91.37965023847377,83.44745454545453,98.20079812206572,85.78346153846154,91.41571428571429,101.26300751879698,,,,,,,,,,,,,,,,,,,,,,,,0.0,,35.4,,,1511.37875,57.85,,,,,,25.587733608673204,30.324238513164687,22.119876097057308,88.50928239545688,3.728384099122354,2.2794166236448117,13.72661331956634
Nigeria,Anambra,2024,9,0.0,11641.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,39695.96,38315.84,18584.19,5078.51,251.0,12319.0,2933.0,12028.0,0.0,72.0,88.0,0.0,15212.0,0.0,0.0,0.0,0.0,491.67,2008.33,250.0,72.0,0.0,0.0,1894,,,-1.0,-1.0,95.99319935691318,,,,,,,,,,,,,,,,,,,,87.9445283018868,92.33754838709677,77.68160231660232,,199.44466666666668,,110.4324,,55.76452830188679,87.9445283018868,92.33754838709677,70.08131147540983,96.90089171974523,91.00944444444445,110.4324,98.97977203647417,,,,,,,,,,,,,,,,,,,,,,,,0.0,,36.444117647058825,,,488.78666666666663,100.0,,,,,,25.843489932885905,30.946257098606093,22.06260196179659,88.54597315436241,7.959101703665461,1.7600516262261228,15.24868869385648
Nigeria,Anambra,2024,10,0.0,13211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47467.21,38421.66,17644.78,4829.5,104.0,12812.0,1718.0,13605.0,0.0,154.0,91.0,0.0,16473.0,0.0,0.0,0.0,0.0,99.33,1487.5,0.0,154.0,0.0,0.0,1894,,,-1.0,-1.0,93.65471786833855,,,,,,,,,,,,,,,,,,,,85.89814814814815,92.8359335443038,78.80662288930581,,127.97157894736843,,93.77423076923077,,52.04736842105263,85.89814814814815,92.8359335443038,66.6935,96.81957613814757,102.98882352941176,93.77423076923077,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,39.00188679245283,,,241.38000000000002,,,,,,,26.054460505937016,31.851481672689726,21.822240578213734,87.84717604543107,6.266752710376871,1.419731543624161,15.481688177594219
Nigeria,Anambra,2024,11,0.0,12675.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,36743.96,32567.71,14261.89,4212.08,304.0,14015.0,2612.0,11118.0,0.0,145.0,47.0,0.0,15094.0,0.0,0.0,0.0,0.0,0.0,913.64,160.0,145.0,0.0,0.0,1894,,,-1.0,-1.0,121.98627450980392,,,,,,,,,,,,,,,,,,,,84.58433962264151,98.93846846846847,74.58762312633833,,183.27777777777777,,99.528125,,73.08019607843137,84.58433962264151,98.93846846846847,61.661911764705884,105.83074468085107,94.35725,99.528125,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,35.671960784313725,,,317.005,84.46000000000001,,,,,,26.212911719153333,33.621734641197726,17.758074341765617,73.47520392359318,0.3248012390294269,1.2564326277749096,20.365296850800206
Nigeria,Anambra,2024,12,0.0,9512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39878.87,39088.12,15913.27,4631.36,228.0,8727.0,2384.0,9210.0,0.0,81.0,46.0,0.0,12470.0,0.0,0.0,0.0,0.0,164.14,692.86,50.0,81.0,0.0,0.0,1894,,,-1.0,-1.0,89.20214920071048,,,,,,,,,,,,,,,,,,,,82.3173076923077,88.36606761565837,,,321.9507692307692,,106.39565217391304,101.75648214285714,70.33711111111111,82.3173076923077,88.36606761565837,67.94067796610169,97.91643356643357,90.49921052631578,106.39565217391304,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,38.1875,,,112.43333333333334,,,,,,,25.232472896231286,33.129576664945795,16.711027361899845,63.434744450180695,0.0,1.5210686628807435,19.280893133711928
Nigeria,Anambra,2025,1,0.0,10896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40937.09,34125.409999999996,13071.53,3916.37,80.0,10368.0,2554.0,11963.0,0.0,109.0,134.0,15279.0,15231.0,0.0,0.0,0.0,0.0,100.0,1340.0,40.0,109.0,0.0,0.0,1894,,,-1.0,-1.0,87.32349315068493,85.69663414634147,,,,73.18485762144054,,,,,,,,,,,101.2911575562701,,,71.02746411483254,84.39341463414634,85.725625,74.12992263056093,,284.35,,99.1895652173913,99.95577889447236,57.2205,84.39341463414634,85.725625,69.50297872340425,100.06108877721944,95.53935483870967,99.1895652173913,101.2911575562701,,,,,,,,99.792826446281,,,,,,,,,,,,,,,,0.0,,39.47925,33.844725663716815,,255.27100000000002,,,,,,,26.200438822922045,33.69891584925142,16.98253484770263,72.54007743933919,0.01038203407330924,1.528724832214765,18.36019101703665
Nigeria,Anambra,2025,2,0.0,12249.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,40823.01,35865.99,14369.46,4075.28,117.0,11039.0,2391.0,11890.0,1.0,99.0,101.0,13441.0,14917.0,0.0,0.0,0.0,0.0,469.67,1053.85,462.82,99.0,0.0,0.0,1894,,,-1.0,-1.0,86.71695798319327,88.99079744816588,,,,70.74138385502471,,,,,,,,,,,99.36146456692913,37.5,,73.06112341772152,84.55609756097562,89.44164179104477,71.5202075471698,,227.3075,,108.40363636363637,107.24559602649006,41.60710526315789,84.55609756097562,89.44164179104477,69.42659574468085,97.60438825448612,77.0858064516129,108.40363636363637,99.36146456692913,100.0,,,,,,,100.20781553398058,,,,,,,,,,,,,,,,0.0,,36.10736842105263,32.67226480836237,,429.1714285714285,,,,,,,27.25435209086216,34.53395456892101,21.14046979865772,79.44113061435209,0.9389106866288074,1.631528136293237,17.301306143520907
Nigeria,Anambra,2025,3,0.0,10249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44851.53,39561.67,16023.24,4482.53,126.0,10178.0,1844.0,10855.0,8.0,43.0,67.0,18332.0,13000.0,0.0,0.0,0.0,0.0,321.0,461.53999999999996,0.0,43.0,0.0,0.0,1894,,,-1.0,-1.0,87.52620811287478,86.66313559322033,,,,71.53872377622378,,,,,,,20.0,,,,100.35258010118044,57.1425,,70.61994966442953,87.60974999999999,86.53940246045694,70.63366197183099,,303.7816666666667,,90.27909090909091,97.60586086956522,49.833777777777776,87.60974999999999,86.53940246045694,84.40860465116279,97.69143356643356,88.39258064516129,90.27909090909091,100.35258010118044,66.6675,,,,,,,99.65482173174873,,,,,,,,,,,,,,,,0.0,,41.97309523809523,32.78489010989011,,257.0253846153846,,,,,,,27.827527103768713,33.78666494579247,23.809349509550852,83.27676819824471,1.6408415074858027,1.9492875580795044,17.649008776458444
Nigeria,Anambra,2025,4,0.0,10656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40178.48,36854.29,15689.57,5789.39,64.0,10355.0,1609.0,11085.0,2.0,630.0,104.0,15234.0,13273.0,0.0,0.0,0.0,0.0,101.0,687.09,224.04,630.0,0.0,0.0,1894,,,-1.0,-1.0,89.3710102739726,88.94428571428571,,,,74.11481355932203,,,,,,,20.0,,,,99.17215334420881,40.0,,69.44481967213115,84.13560975609757,88.08808547008547,70.93660569105691,,317.90333333333336,,138.94666666666666,102.77527731092437,60.04333333333333,84.13560975609757,88.08808547008547,73.76880952380952,97.78684745762712,65.71124999999999,138.94666666666666,99.17215334420881,100.0,,,,,,,102.81486798679867,,,,,,,,,,,,,,,,0.0,,38.08857142857143,33.82414590747331,,223.32199999999997,,,,,,,27.338141455859578,33.7688693856479,23.770258131130614,86.41847702632937,4.584527620030976,1.726205472379969,17.765105833763553
Nigeria,Anambra,2025,5,0.0,11148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45312.99,38704.12,17753.75,5383.72,45.0,11065.0,2203.0,11414.0,1.0,272.0,81.0,17955.0,14166.0,0.0,0.0,0.0,0.0,501.0,1024.57,100.0,272.0,0.0,0.0,1894,,,-1.0,-1.0,91.3536525974026,89.92788069073784,,,,75.587376,,,,,,,7.14,,,,98.69975155279504,33.33,,70.83227554179567,80.0795744680851,90.4254859967051,69.7975,,125.91571428571429,,105.26782608695652,97.97553571428571,55.272083333333335,80.0795744680851,90.4254859967051,69.55499999999999,98.08470684039088,92.54878787878788,105.26782608695652,98.69975155279504,100.0,,,,,,,98.61170111287758,,,,,,,,,,,,,,,,0.0,,37.33234042553191,35.10414965986395,,161.72555555555556,,,,,,,26.921708828084665,32.005869901910174,22.584759938048528,86.78110480123902,4.16758389261745,1.657862674238513,16.981905007743933
Nigeria,Anambra,2025,6,0.0,12414.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,45020.35,40930.28,17908.54,8593.460000000001,236.0,12106.0,3047.0,12554.0,3.0,274.0,76.0,15448.0,16305.0,0.0,0.0,0.0,0.0,600.0,1299.3,367.11,274.0,0.0,0.0,1894,,,-1.0,-1.0,87.83529126213593,88.38014084507043,,,,77.35646302250804,,,,,,,,,,,98.73196567862715,87.5,,73.32908527131784,86.75448979591837,88.29422764227641,71.7411216730038,,206.9707142857143,,95.1775,101.37862559241705,48.67083333333333,86.75448979591837,88.29422764227641,63.97176470588235,97.44258116883117,67.92764705882352,95.1775,98.73196567862715,27.27,,,,,,,100.91513385826772,,,,,,,,,,,,,,,,0.0,,41.4714,35.41808080808081,,140.4188888888889,6.205,,,,,,26.180443985544656,31.783820340733094,22.911832731027364,88.4261744966443,9.48489416623645,1.607785234899329,15.325580795043884
Nigeria,Anambra,2025,7,0.0,13407.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,45538.090000000004,41933.75,16873.84,6257.85,127.0,13318.0,3565.0,13785.0,0.0,165.0,64.0,16825.0,18406.0,0.0,0.0,0.0,0.0,434.48,1532.67,368.97,165.0,0.0,0.0,1894,,,-1.0,-1.0,89.85328502415459,87.94324074074075,,,,76.118944,,,,,,,,,,,98.3512923076923,100.0,,72.09624427480917,86.67270833333333,87.98760904684976,70.02684601113172,,256.0525,,98.45820512820512,98.10823624595469,42.9565306122449,86.67270833333333,87.98760904684976,70.36568627450981,97.16991961414791,69.68104166666667,98.49674999999999,98.3512923076923,,,,,,,,98.94393700787401,,,,,,,,,,,,,,,,0.0,,38.16020833333334,35.112630691399666,,433.5933333333333,1.57,,,,,,25.130955085183274,29.902953020134227,21.953706763035623,89.44900877645844,8.089241094475993,2.1954930304594735,12.521326794011358
Nigeria,Anambra,2025,8,0.0,13333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47624.87,42438.75,20453.94,8763.31,36.0,13041.0,3335.0,13492.0,1.0,161.0,65.0,17034.0,17472.0,0.0,0.0,0.0,0.0,442.86,1460.54,200.0,161.0,0.0,0.0,1894,,,-1.0,-1.0,89.41620805369128,87.7232,,,,77.11716417910448,,,,,,,,,,,99.5723162939297,14.29,,74.413961352657,87.7567441860465,87.50761666666666,72.70297445255476,,54.97,,96.8916129032258,99.73861386138614,40.15323076923077,87.7567441860465,87.50761666666666,71.52717391304348,98.23963394342762,68.72317073170731,96.8916129032258,99.5723162939297,20.0,,,,,,,101.35489396411093,,,,,,,,,,,,,,,,0.0,,40.146136363636366,35.44336236933798,,247.88375,,,,,,,25.074228187919463,30.466179659266906,21.732318017552917,88.141517811048,5.446236448115643,2.252880743417656,13.154501806917915
